#################################################################
#                       GlycoTorch-Vina Results                 #
#################################################################

WARNING: The search space volume > 27000 Angstrom^3 (See FAQ)
ligand.pdbqt
Output will be ligand_out.pdbqt
Detected 8 CPUs
Reading input ...
CHI energy penalties NOT applied to torsion in linkage b/w A00   1  and A00   2  | ??? (?1 - 4e) 4C1
CHI energy penalties applied to torsion in linkage b/w A00   2  and A00   3  | 4C1 (a1 - 4a) 1C4
CHI energy penalties applied to torsion in linkage b/w A00   3  and A00   4  | 1C4 (a1 - 4e) 4C1
done.
Setting up the scoring function ... done.
Analyzing the binding site ... done.
Using random seed: 1889396792
Performing search ...
0%   10   20   30   40   50   60   70   80   90   100%
|----|----|----|----|----|----|----|----|----|----|
***************************************************
done.
Refining results ... done.

mode |   affinity |   chi,   |  affinity | dist from best mode
     | (kcal/mol) |   ffe    |  -chi -ff  | rmsd l.b.| rmsd u.b.
-----+------------+---------+--------------------+------------
  78         -0.2   0.0, 0.0      -0.2     45.418     51.040
  79         -0.2   0.0, 0.0      -0.2     28.518     34.927
  80         -0.2   0.0, 0.0      -0.2     36.905     41.727
  81         -0.2   0.0, 0.0      -0.2     40.581     45.972
  82         -0.2   0.0, 0.0      -0.2     46.523     51.976
  83         -0.1   0.0, 0.0      -0.1     36.168     41.982
  84         -0.1   0.0, 0.0      -0.1     51.244     57.343
  85         -0.1   0.0, 0.0      -0.1     72.649     77.541
  86         -0.1   0.0, 0.0      -0.1     64.034     69.498
  87         -0.1   0.0, 0.0      -0.1     42.814     48.544
  88         -0.1   0.0, 0.0      -0.1     66.044     71.128
  89         -0.1   0.0, 0.0      -0.1     69.743     74.210
  90         -0.1   0.0, 0.0      -0.1     58.743     64.141
  91         -0.1   0.0, 0.0      -0.1     56.275     59.648
  92         -0.1   0.0, 0.0      -0.1     45.697     50.835
  93         -0.1   0.0, 0.0      -0.1     53.784     59.722
  94         -0.1   0.0, 0.0      -0.1     59.760     64.473
  95         -0.1   0.0, 0.0      -0.1     34.044     39.973
  96         -0.1   0.0, 0.0      -0.1     77.444     81.311
  97         -0.1   0.0, 0.0      -0.1     60.930     66.070
  98         -0.1   0.0, 0.0      -0.1     73.403     77.849
  99         -0.1   0.0, 0.0      -0.1     69.809     74.610
 100         -0.0   0.0, 0.0      -0.0     56.930     62.672
Writing output ... done.
elapsed time: 1599.449s
