#################################################################
#                       GlycoTorch-Vina Results                 #
#################################################################

WARNING: The search space volume > 27000 Angstrom^3 (See FAQ)
ligand.pdbqt
Output will be ligand_out.pdbqt
Detected 8 CPUs
Reading input ...
CHI energy penalties NOT applied to torsion in linkage b/w A00   1  and A00   2  | ??? (?1 - 4e) 4C1
CHI energy penalties applied to torsion in linkage b/w A00   2  and A00   3  | 4C1 (a1 - 4a) 1C4
CHI energy penalties applied to torsion in linkage b/w A00   3  and A00   4  | 1C4 (a1 - 4e) 4C1
done.
Setting up the scoring function ... done.
Analyzing the binding site ... done.
Using random seed: -426819372
Performing search ...
0%   10   20   30   40   50   60   70   80   90   100%
|----|----|----|----|----|----|----|----|----|----|
***************************************************
done.
Refining results ... done.

mode |   affinity |   chi,   |  affinity | dist from best mode
     | (kcal/mol) |   ffe    |  -chi -ff  | rmsd l.b.| rmsd u.b.
-----+------------+---------+--------------------+------------
  78         -4.8   0.0, 0.0      -4.8      8.473     15.381
  79         -4.8   0.0, 0.0      -4.8     38.765     43.058
  80         -4.8   0.0, 0.0      -4.8     26.250     31.306
  81         -4.7   0.0, 0.0      -4.7     15.002     19.767
  82         -4.7   0.0, 0.0      -4.7     22.840     29.671
  83         -4.7   0.0, 0.0      -4.7     31.112     35.421
  84         -4.7   0.0, 0.0      -4.7     38.647     43.100
  85         -4.6   0.0, 0.0      -4.6     20.659     26.398
  86         -4.5   0.0, 0.0      -4.5     30.895     35.127
  87         -4.5   0.0, 0.0      -4.5      9.089     16.186
  88         -4.5   0.0, 0.0      -4.5     21.495     25.518
  89         -4.4   0.0, 0.0      -4.4     19.023     25.738
  90         -4.4   0.0, 0.0      -4.4     38.921     43.325
  91         -4.4   0.0, 0.0      -4.4     21.598     27.976
  92         -4.4   0.0, 0.0      -4.4     28.146     33.153
  93         -4.3   0.0, 0.0      -4.3     30.946     35.538
  94         -4.3   0.0, 0.0      -4.3     22.246     29.074
  95         -4.3   0.0, 0.0      -4.3     22.230     28.951
  96         -4.3   0.0, 0.0      -4.3     21.539     27.907
  97         -4.3   0.0, 0.0      -4.3     23.185     27.461
  98         -4.2   0.0, 0.0      -4.2     30.168     34.513
  99         -4.2   0.0, 0.0      -4.2     20.837     27.600
 100         -3.2   2.9, 0.0      -6.1     13.239     17.917
Writing output ... done.
elapsed time: 1744.475s
