#################################################################
#                       GlycoTorch-Vina Results                 #
#################################################################

WARNING: The search space volume > 27000 Angstrom^3 (See FAQ)
1fcv_ligand.pdbqt
Output will be 1fcv_ligand_out.pdbqt
Detected 8 CPUs
Reading input ...
CHI energy penalties applied to torsion in linkage b/w GCU   1  and NAG   2  | 4C1 (b1 - 3e) 4C1
CHI energy penalties applied to torsion in linkage b/w NAG   2  and GCU   3  | 4C1 (b1 - 4e) 4C1
CHI energy penalties NOT applied to torsion in linkage b/w GCU   3  and NAG   4  | 4C1 (b1 - 3e) ???
done.
Setting up the scoring function ... done.
Analyzing the binding site ... done.
Using random seed: 1384404180
Performing search ...
0%   10   20   30   40   50   60   70   80   90   100%
|----|----|----|----|----|----|----|----|----|----|
***************************************************
done.
Refining results ... done.

mode |   affinity |   chi,   |  affinity | dist from best mode
     | (kcal/mol) |   ffe    |  -chi -ff  | rmsd l.b.| rmsd u.b.
-----+------------+---------+--------------------+------------
  91         -7.5   0.0, 0.0      -7.5      6.956     12.195
  92         -7.5   0.0, 0.0      -7.5      6.434     16.425
  93         -7.5   0.0, 0.0      -7.5      8.202     12.557
  94         -7.5   0.0, 0.0      -7.5      4.490     12.277
  95         -7.4   0.0, 0.0      -7.4      5.027     11.834
  96         -7.4   0.0, 0.0      -7.4      6.195     10.444
  97         -7.4   0.0, 0.0      -7.4      4.038     11.609
  98         -7.4   0.0, 0.0      -7.4      5.129      8.033
  99         -7.4   0.0, 0.0      -7.4      5.827      9.040
 100         -7.3   0.0, 0.0      -7.3     30.677     33.476
Writing output ... done.
elapsed time: 2929.187s
